Code-barres;Prix
X001XR5G5B;14,53
X00204FPGV;9,6
X001UIJIZ7;19
X0020A39TP;6,6
X0020HO4QF;8,07
X00204GRWR;13,64
X001XQZFZX;18,77
X001XPS5I3;16,12
B0CSP89TR6;5,01
X001TLWS1V;13,5
X0020A84IB;10,54
X0020BK0BT;17,26
X0020A5E3T;17,38
X001YBGHAJ;14,53
X001WGWYQR;7,94
X00204QQDR;7,62
X0020JI2L1;15,76
X00204FJ4J;8,58
X001XXA0PB;21,11
X001YQSQPN;17,17
X001XXFX17;21,11
X0020P8MIN;12
X001YX03ON;12,74
X001XD5PQZ;12
X0020PN6WZ;12,94
X001XY2YR7;22,87
X0020PN4DB;14,11
X001ZRDNJP;6,6
X001XR63Y9;7,36
ZZVPIIWG9K;
X0021X000H;7,44
X001W5SEP3;9,21
X0021O6QIL;6,24
X001Z1G6KJ;7,63
X001XR2E5V;13
X001XRZMP5;20,33
X001XD0IMV;11,68
X001XQZPRB;18
X001SDJFZ7;11,26
X001TM06IR;20,72
X00208QE5X;7,67
X001XR3J0F;16,45
X001XJE623;28,49
X0027LRJRF;192,38
X001XR7F69;8,12
X001XQZG43;20,55
X00204ME1F;48,64
X001Z6S3N7;8,02
X001ZJV94T;13,64
B0CSSZ6B2K;6,99
X001XQZFQ7;20,26
X001YXSRXR;14,27
X001W5KQMR;11,05
X0020A1X9N;9,48
X001XQVT0N;17,76
X001ZEZJ6N;16
X00204GOPH;12,7
X001XR010V;20,24
X0020HRMS7;19,03
X001XR4RYR;12
X001XR84UF;16,58
X001XRACOB;15
X001YT79SF;14,23
X001Z6RG5D;24,55
X001LJOBJX;17,84
X001XPCST5;9,13
X001X2VOUR;11
X001XNQMTT;13,2
X001Y6UD31;9,16
X00204J39B;11,68
X0020A3A5X;7,79
X00261XLE1;10,66
X0020P4HMX;13,53
X00204GO1L;8,5
X001ZOQ3L3;11,68
X0021EJEXZ;16,49
X001XQW3BH;6,6
X0020P4HRN;12,31
X001Z6I0IZ;9,05
X001XB39IN;13,2
X0020R1ER7;7,1
X001YOVSY1;13,4
X00204K8VD;21,02
X0023P2BPZ;23
X001BX0TDB;38,98
X001S3Y7HD;11,33
X0020BYCLX;10,75
X001XXDAUN;21,11
X001YQAJVR;29,48
X0020A6ORJ;6,6
X001Y6WKZ5;8,48
X00204L411;8,78
X001XNLFTL;31,15
X0020PCDSD;7,31
X00204OOCH;18,02
X001XR7MHL;5,56
X00208IMNF;7,92
X001XR48YL;15,67
X001Z6RJCD;4,56
X001XR6SQH;7,36
X001XB5R83;9
X001XPIRA9;11,2
X001YXWM1P;7,78
X001Y1EFJ9;15,77
X0020A1WZD;13
B0DJQNR4XM;6,98
X001YZJ5HR;7,76
X001Y75KT7;11,94
B0CTHQ946K;3,99
X001Z6RH2F;9,34
X001U914PX;4,68
X0022GLA3J;11,99
X00204GXGR;17,26
X001Z6RE3R;18,38
X001SPK4EB;7,74
X0020VKXS9;11,53
X001XR44LD;9,61
X001ZICM0F;13,93
X001YBCQ81;7,66
B08J6C5JJN;
X001XR82TX;20,36
X001ZRDUQ1;13
X001X2VOQV;6,98
X001XUKCBL;18,08
X001YBE0SZ;15,79
X001ZR8LOH;19,11
X0021JEKD9;4,91
X001ZOQ4A3;12,94
X0023FAK2B;14,81
X001XPH1LP;11,49
X001XQZJRH;12,19
X001Y13TMN;8,32
X001XQZNIH;7,65
X0020A1WSF;26,44
X00208S7SZ;13,64
X0020RE4N3;8,86
X00202CH7X;8,16
X001ZR4SIP;26,61
X0023HAANX;6,77
X00217ZFBH;17,02
X001OBSXR9;9,48
X00204MG77;10,77
X001ZV0QMX;5,08
X001YXLLNP;18,38
X001ULL6YP;20,35
X001WF2ZML;18
X00204H159;6,7
X0020S5Z03;6,55
X001Y6XGRL;12
X001XQZTNV;14,17
X001SLVLBZ;21,26
X0027Y793V;33,71
X00204K2FP;7,8
X001U85BE9;12
X001YBCPOV;15,79
X0020HV6EN;9,08
X001XR3GQ7;12
X0020QVZGN;8,06
X0020PAEZH;7,62
X001WWUR6Z;12
X001Z3KOOL;9,65
X001Q73GBT;4,69
X00204OPAD;6,65
X001VXZ6UR;12,23
X001XY2VN9;18,2
X001LV1OSR;8,89
X001XPOZKZ;13,99
X001X3AVUP;7
X00204KCPZ;12,08
X001XR6VCX;4,07
X001XR5EYT;13
X00208UMWJ;10,56
X001XFLM33;6,08
X001XJ5MUX;25,99
X001XYA1SL;11,24
X001U2UN1B;16,21
X001Y75F5V;13
X001Y6VTG1;7
X001Z6MFUJ;4,06
X00204N617;13
X001YZIJ79;8,32
X001WVJ81B;18
X002043HUH;13
X001VWQW3N;15,55
X001YA3VOZ;11
X001YBOOTP;17,48
X001XR725X;14,99
X00204KRJ1;10,15
X001YBOJGX;16,98
X001ZOK0YJ;17,28
X001KAK7M3;18,04
X001YBB8N5;9
X0022N388R;4,75
X001Z6OHTV;6,08
X00204CBLX;9
X002182IQV;17,02
X001XFI44N;32,17
X001Z6RHD9;4,56
X00204JFUX;13,21
X001UEF945;5,89
X0020P8JZ9;8,12
X001ZR5WWL;8,14
X0020RE62R;16,07
X001XNRFOP;9,02
X001ZIA1HV;25
X001YXZCS5;9
B07K1K9ZQZ;22,12
X001XFMYN5;20,96
X002409O95;9,27
X001X2Y4K9;24,4
X0021EP8VH;4,49
X001YBK0OD;9,13
X0020HWGTR;6,56
X001W6S3TJ;7,19
X001ZR4R0J;19,81
X001TA8D4D;15
X001XPRVOH;12
X001Z4YG17;12,54
X0020PDRPV;7,55
X00204L1JB;12,7
X001YRF1SH;13,2
X001ZR4R6D;11,8
X001ZI5T0Z;13,93
X001XJDMAP;10,16
X001ZRFV8L;6,04
X002185CXR;22,12
X001VWWDK9;11,3
X00202TLJF;8,04
X001VVI4E9;6,99
X001ZOQ48F;11,18
X001XPG76P;11,76
X0020PNK99;9,65
X001Z01LZP;9,4
X00202SQMX;16
X002185DLX;15
X001XJ8PZR;11,68
X0020HOL8B;5,05
X001XD2G6R;9,01
X001XUIK1Z;29,68
X001ZEZH7J;7,62
X0020AFIKN;9,65
X001YT5NIN;14,99
X001JAW8QR;11,73
X0020A841X;10,44
X001Y74W55;7,1
X001Z1KUC9;20,33
X001WD1O7P;5,09
X001USZ103;8,48
X0020A82BP;9,28
X001Z6HY1T;10,04
X001ZRFR6R;16
X002229N1T;2,53
X001URWCZB;8,48
X00208S8DJ;9,13
X00204L961;13,64
X001ZKGIWL;6,88
X001WZ0HF3;12
X0020JEDOB;10,1
X001ZOXJX3;4,97
X001Y2N5P3;9
X001SBB241;17,99
X001URY32B;9,98
X001ZUZZEN;6,53
X001XS40RF;13,61
X001WWKRTH;9,3
X001Z3O7T9;9
X0021ESWXN;3,99
X001ZOWU8N;9,65
X00217ZCQZ;22,12
X0020JTMVP;7,16
X0020PGEMT;9,28
X0020QSBLF;9,79
X001ZMZ7SZ;18,78
X00204K2U5;16
X001XTA3V1;20,65
X001Z3MEPX;7,78
X001YT7B9R;15,01
X0020PADGH;18,38
X001ZV68VB;7,59
X001ZR4WTZ;8,65
X001ZPE3NR;10,56
X001YBGRB3;23,32
X0023FAI9B;14,46
X0020PLJJH;7,62
X001XXZ6RD;12
X001HQ797L;17,84
X001XQZJFT;11
X00204J247;13
X001XR2L4P;12
X00217ZZXP;22,45
X001YYMJAX;13
X001ZWQFH7;15,24
X0021W5GDJ;11,05
X0020RDWHR;12,16
X001ZQKMX1;25
X001Z3X7BD;7,78
X001XFLP49;15,34
X0020PAI2V;8,63
X001XAXQ1J;10
X002302TFR;5,87
X001Z01G1J;3,26
X001XR4CCJ;20,96
X001X3699R;9
X001ZOQ4H1;17,26
X001Z4YP27;9,73
X001Y9CDJP;9
X001ZWVDW9;10,96
X00204JAXZ;13,08
X00204FJIP;12,12
X00204MECT;28,06
X0020R3F65;15,91
X001Y5OHJN;10,15
X001X38UWB;9,14
X0021ESZZN;4,99
X0021EP6VT;3,99
X001ZOWMOP;9,25
X001Z6RJV9;18,08
X001ZOK0PX;9,13
X001YRB37F;14,74
X001YZWSWV;9,02
X001WCC637;11
X0020P8LS9;16,3
X00220DV8R;23,51
X001HUED1R;18,83
ZZVU2S6DTK;
X001X5BPH1;9
ZZVRO3U0JK;
X001UJUK7L;15,26
X001XUIB41;13,64
X001YQLGUP;8,06
X00281CUZZ;175,99
X001Z6KSHV;8,63
X001XR45MV;11
X001YZSGEF;9
X001YY2133;5,78
X00204MG31;53,69
B079FPG5PZ;14,1
X001TE2POD;10,03
X001XRCDHF;11
X0020HOPPF;9,55
X0020PAGBJ;19,68
X0014FOPGN;27,05
X001XJKS5H;12,7
X001ZR4WYF;27,49
X001ZM9411;11,52
X001ZKJX6T;16
X001XR75YV;7,32
X0020RS21D;8,86
X0020SD3GB;4,99
X001VY3LNP;8,78
X00202VMGF;9,05
X0020HWH37;22,12
X001X5JYA1;11,1
X001ZV68T3;5,57
X001YY0OTV;13
X001YOXGV9;9
X0020PO1ND;13,28
X0020R3FZ1;6,08
X0020PH86P;17,65
X001XPIUE7;12
X001TZP7UL;9,28
X001WX9O4P;11,84
X0020RGRM9;11,49
X001Z1GR1H;23,32
X001YYN7GD;7,65
X001WGYI2F;12,28
X001ZREBB9;15,42
X001XS8S7X;10,96
X0020PCAYZ;7,02
X001UXANAV;8,85
X001Y0HOS9;6,98
X0020JOA6H;7,1
X0021F96UP;3,99
X001U07JQZ;9
X001YXNYMV;5,6
X001YDKAJB;11,08
X001Y6XMRP;9
X00204L4FH;24,86
X001U36AXP;14,46
B07RS3831N;22,62
X001Z3PQZN;8,63
X001Y5OHEN;19,81
X001XR4AVH;9,53
X00204JFHB;10,03
X001XNQB6X;10,15
X001ZIHPCZ;25
X001X4IYVH;7,62
X0020JEGST;8,18
X0020PAI5D;11,68
X001XUFFG3;13,81
X001XR4PPD;16,31
X0022GH4EX;16,63
X001XFGIU5;13,2
X001Z55IM7;16
X001H757XX;11,4
X0020YJ6IJ;9,49
X001Z3SYLV;12,62
X00204H1IL;29,91
X0020PBIB1;8,12
X001Z6KPZL;8,98
X001Z6I0AX;10,02
X001Y0DCKX;9,3
X0020HOPQ9;14,74
X001Z1F0FV;7,1
X001ZOR1I7;10,54
X001XS4WV9;12
X001XPRK93;13
X001ZV67V7;5,1
X001Y1HVIV;8,47
X001ZGKTX9;16,94
X0020PAG0F;13,64
X0020GW8HN;6,99
B07STTLP2C;13,1
X001Q2YILV;24,99
X001Z6I1FH;7,03
X00204L3TJ;15,91
X00209B46L;9,19
X001ZPE8SH;15,19
X001XR6GMD;12,16
X001XD2N5B;9,13
X001XRBY6B;14,38
X0020HUF59;18,3
X00202QLUR;8,95
X001Y5J43H;16
X001ZET7F7;15,24
X0020JK7AP;13,73
X001ZQKL9V;24,56
X00204MDOX;8,12
X00204H0HD;13
X001XPJRHB;19,82
X00202STVB;8,73
X001Z4V6HT;9,4
X001Z1IVA7;6,08
X00204GRGX;13,48
X001YQ7XP7;11,86
X002185E7L;15
X001YBK0RP;11,74
X0021ESX2D;3,99
X001X4N1LZ;11
X001YBB6CD;7,81
X001ZP78ED;9,11
X001X1Q1MT;5,47
X001LCSZPB;8,91
X001WMRW6D;8,99
X001RPX01L;5,86
X001WXK7EV;16
X0020RS1OV;8,22
X001XD5SSZ;19,21
X0020HUE6T;8,12
X00204JFV7;14,74
X001ZORR27;22,71
X001WEV7HB;7,79
X0020P4FNJ;16,3
X001ZMHEBD;7,63
X001Y04S0B;15
X001ZREXR1;8,85
X00204J2KB;21,27
X001XNRF0T;9,98
X001WLUO7N;10,21
X001HQ08N3;15,11
X001ZQFZ6P;25
X001ZOIA1T;7,1
X00204L11J;6,92
X001XUBSR3;10,15
X0022KZ02R;13,29
X001USZ1EJ;13,97
X0020RR4Q7;8,96
X001XQVTF3;9
X0020QSEJ9;5,94
X001ZO5JOP;25
X001ZK60X3;9
X001ZQQPD7;12
X001WWZJX1;20
X0020JRR3P;11,07
X001ZR62WZ;6,32
X001TOWPLL;17,86
X001XR4NZP;12,19
X00204GZ83;27,64
X0020BPV95;9,42
X00204GZ33;10,01
X001YOVQMZ;12,7
X001X34QGZ;7,63
X001US195J;12,99
X001XR84LJ;11
X00204J38H;12,8
X002188JQT;22,12
X001YBB6MN;5,58
X001ZOIA3R;13,24
X001XR4WCT;17,02
X001WF4A15;36,83
X001XUFCG1;13,43
X001XJK0GJ;11,54
X00204H0Q9;15,24
X00204MEJH;13
X001ZOLOPX;13,2
X001RZCZ3F;16,34
X001WOPMLN;10,62
X00202OMNP;12
X001Y0B7BJ;12
X001XR3Q2V;14,42
X001HUKWJT;9,48
X0020A8V6B;6,6
X001YV87BB;8,29
X0020R3FF1;17,05
X0020PBJ8D;10,56
X001YDK9W9;10,15
X00245FE99;9,27
X0020A82HT;13,64
X0020P4EML;19,13
X001YQUVHT;11,61
X001ZKM6WH;10,15
X00204OPHL;8,5
X0020PAIL7;13,64
X001YQRJBF;12
X001XFI8DZ;4,56
X00204J23N;17,39
X001XR4SUF;11
X001ZMBDJ7;8,63
X001Z3SJY3;15,9
X001YORFR5;9,65
X001ZRFRKD;12,8
X001Q7643B;12,03
X001XD2L17;10,06
X001Z3X501;8,41
X001XEWN91;15,19
X001ZQL56J;25
X001ZLIAB7;8,6
X0016ABFVJ;8,34
X0020HV83H;18,3
X0020JI2JX;9,65
X001YDLAN1;14,31
X001XD5XNZ;18,39
X001YDHOIL;7,99
X001ZV68RZ;5
X001ZOLPVB;7,1
X0020JV84J;10,15
X0020P8LTN;13,43
X001XFGNS7;14,74
X0020PLIBB;13,16
X001YQJIA5;9
X001YXO42P;4,58
X001Y6WI11;8,47
X00204L69B;10,03
X001WF6E8H;18
X0020HOJMJ;16,88
X001WGWLS3;6,08
X0020A3A5N;13,64
X001Q4LPW9;9,98
X001WGXDL7;9
X001XWNFTP;22,81
X001XR2N8J;17,36
X001UKSK63;22,8
X001XFNQH3;8,12
X00202OLQ3;15,32
X001ZP1I0X;12,12
X001WXI6OT;16
X001WOJGA1;11,48
X001WGW7Z5;7,62
X00204FOYT;9,13
X001ZOK11B;13
X0020RRK07;10,16
X001XR67XV;14,74
X001Y71B95;9
X001XR425B;13,68
X001WHSRSF;8,13
X001YOXK1P;13,3
X001YDL80V;10,85
X00204N5LN;17,65
X0020QZVOP;12,61
X001WEGNSJ;5,27
X001Y71IE3;13
X001WVFNKB;19,26
X001ZV5CP9;6,08
X001XR84RX;15
X001Z4YG5X;13,2
X0020PLMHL;9,05
X001Y70OK7;40,72
X001ZWVB67;9
X0020QTVT1;6,02
X001ZM91CD;8,45
X001ZV607N;7,59
X001Y5UZM1;10,15
X0025Z6YG5;8,46
X001ZI8XAD;13,93
X001YZSIDJ;7,36
X001XTFUY1;20,99
X001ZRDS5T;18,08
X001YBB2WH;11
X001Y5G69R;4,18
X001ZP3WD9;12,12
X0023F6T6H;8,5
X001WGY4D3;15,49
X001YOVTN1;13
B076NHCZTN;
X001XMN5Q3;10,18
X0020HUHV1;9,02
X001XI9QRT;9
X001XRC4VP;15
X001ZQPOOX;25
X001XR7O1Z;10,12
X001RN8PB3;5,99
X001NL58Q9;25,43
X0020BLJMD;9,12
X0020HRDX1;9,13
X00204J9X1;6,6
X0020QR64D;8,48
X001XJET4X;21
X001XPG5DP;12,38
X001ZUZ0EX;7,61
X001YZJ2AR;13
X00203M4P7;9,72
X001Q3NWS5;15
X001ZRFSGV;14,74
X0021W5HPV;13,55
X0020HV8VJ;10,15
X001XNEZP7;9,47
X001XJAV3V;15,24
X001YQJ45J;15,88
X0020HOL0J;10,15
X001YDPKYB;13,64
X001WXI7JX;16
X0020HTUTB;13,72
X001ZBBFAF;11,68
X001XFLRI3;14,02
X001WGXCC7;15,5
X001ZKP4SF;10,6
X001ZOJY0P;12
X001ZR4SM1;16,25
X001WWZ6K7;9,98
X001KNW287;13,76
X001YZSJM9;13
X001XCYJKT;13
X001ZV01UF;6,08
X0020PBJJR;7,54
X001XQZRLF;7,73
X001YQIEIR;13
X001X5JZFZ;9,44
X001XUK5XB;15,79
X001YXAGPT;9,47
X001XY1YUF;12
X001Y75F51;7,02
X0020S1W91;12
X0020C1MKB;13
X0020PAFLP;6,53
X001XJEE2P;14,03
X001Y2NJ0T;8,32
X001WGY40V;11,48
X001YQA6VF;9
X001XQW18R;9
X001YDSF5R;11,48
X0020PADQ7;9,13
X001Y99AWN;13,3
X001ZOQ4AD;13,2
X001WGWDWH;9
X001YONRWR;8,07
X001WVIX7B;8,39
X00202CRYB;9
X00204JFGH;8,18
X001ZUZXLN;7,59
X001Y2RJ4B;12,29
X001YBJMGZ;14,74
X001XR4PQH;14,99
X001ZR5SON;13,64
X001WOR2EX;12
X001XPJR3P;15,42
X001X9NR5P;6,26
X001YGO4FT;17,26
X001Z1GSCZ;8,85
X0020BLTCN;9,23
X001ZM940R;6,43
X001XNOUKR;13
X001ZR4R45;12,19
X001Z1GTNX;8,85
X001XPN6GJ;14,83
X001YOT6VN;9
X001X5OKF5;9,44
X001YDQWXJ;14,23
X001YQAHG9;9,01
X001XPD04R;13,2
X001ZK5UYD;6,88
X001X2VV1J;12,19
X001V88XX9;8,96
X001ZK35BD;16
X001XRAALB;11
X00208L25F;7,82
X0020PE27X;15,91
X001XR08M7;16,85
X001XR4NYV;7,49
X001YQJ54T;21,43
X001XR67XL;6,08
X001ZK25WD;7,1
X001Y1HUKF;21,91
X001ZG4I13;7,49
X0020PAFJH;9,13
X0020PBHW1;14,23
X001Y7B7B7;11
X001ZKO3OL;6,01
X001URY30N;14,74
X0020P4FJX;10,98
X0020BNJ8F;15,64
X001XR2DZR;13
X001X38UOT;9
X0020PF371;9,55
X001Z3RE6H;8,48
X001ZOLUXT;9,02
X001ZOQTXP;25
X001ZPE3JB;12
X001YQKCU5;10,15
X001XFI4JD;30,5
X001SIQQIB;5,94
X001ZI7DO5;15,5
X001XUH421;10,15
X001WXF7JB;12
X001I0GAWL;12,28
X001ZRDQXD;26,94
X00204H0XR;11,68
X002071283;9,98
X001YBCQHH;7,62
X001YBP01L;12,49
X001RY5989;10,63
X001XR8545;11
X001XQZHP1;17,66
ZZVXNXSTCU;
B0C7GLT4ZJ;5,02
X001WH0ODV;7,1
X001ZOJXTH;13,2
X00217ZFDF;19,56
X0020HWIXB;6
X001ZK299H;7,58
X001Y6WJQP;8,63
X001XR6DC1;17,08
X001Y71PDH;20
X001ZV582L;4,96
X001S2P0AH;20
X001U846O5;7,49
X0023BKQOR;13,16
X0020PJG7T;12,51
X001XRAF61;15
X001U7G59P;9
X001XPJZEB;31,66
X001WRZSDR;16
X001YG65V5;8,54
X001YQT3NH;7,19
X0020PH9KF;13,43
X0020HR5ON;16,28
X001Z4YG2L;13,03
X0020JRDXT;15,24
X0020QTVFP;15,75
X001WXFGJH;9,64
X001WECYR3;11,99
X0020AXMY7;6,75
X0020TSV5D;4,9
X001Y75LBJ;8,63
X001XR3GVH;19,31
X001UR39EJ;5,66
X001XPJRBH;5,27
X001ZOJZ7H;13,2
X001ZRK5Q9;12,04
X001ZOLQD3;22,71
X001ZOQ7R3;10,96
X0021FQOOL;3,99
X001Z51WKJ;17,16
X001Y5JH1V;6,08
X001XNRBBH;18,8
X001XS4Y17;11
X001XPH2D7;12,68
X001XNSKSP;13,2
X001YXSQI3;10,21
X001Y0RWPJ;6,79
X001ZSQNP5;10,6
X001Z6OF5H;13,64
X001ZM5EFB;11,9
X001XPG7QP;12,57
X001Y03LGD;13,2
X0020YAHYL;15
X001CMH98J;6,99
X001XPG5TJ;8,12
X001JEOVGD;25,35
X0020JHTJ7;16
X0020JY5PN;5,49
X001XUK5NL;5,6
X001YXRJJ5;5,08
X001S0WC3R;14,4
X001HQIQA5;9,35
X001ZOQ7E1;8,92
X00203RKUL;10,12
X001ZR8LJR;7,62
X001Z01LRD;11
X001Y8PG4P;29,48
X0023PBN13;15,57
X001ZRENMB;12,29
X001Y8K2CV;36,06
X001OL881F;8,98
X001MHW5ID;18,34
X0020A1X3J;12,94
X0023LLJ8T;15,12
X0021EUSAN;4,24
X0020YDM11;31,48
X001ZR6KCR;25
X001ZR7PU3;16,16
X001ZWXB6Z;28,49
X001XRAI6N;9
X0021DRTD3;8,49
X001WWZEVN;6,94
X001ZZ0CFF;15
X001Y5SNPR;9,13
X001YX5VIB;7,08
X001XR83U1;9,4
X001YRHFHR;13
X001XPO7VR;20,17
X001Y03LEP;17,26
X001ZJX6IV;9,65
X001YXO5CJ;16,94
X001XPMHRX;17,83
X001Y6O7PB;13,2
X001YBOJVN;13,64
X001XPO5I7;13,62
X001Y0HOU7;7,1
X001XR75JB;11
X001YDPM3P;36
X001XR4OYP;18,08
X001YOQE4Z;7,1
X002065OBP;15,39
X001X2Y1OX;9
X001TX3SE5;7,37
X001ZRDSH7;4,73
X001XQZPWB;17,16
X001TX453N;8,84
X001YPGILD;9
X001ZRDNBX;10,08
X001Z4YG5D;17,26
X001Y0SLZT;7,12
X0020YDC9D;32,37
X001XD2GHV;12
X001ZOQ2XR;12
X001XQZIB9;13,72
X001Z1NAOJ;9,13
X001ZOLQ8N;18,3
X001ZOJYIH;13
X001XNLL3V;20,96
X0020S1JWV;8,14
X001XQW439;16,76
X00204L3I5;24,55
X0020HM309;20,33
X001XQW605;6,98
X0018U763N;42,92
X001XUFCL1;11,68
X001XR7D7Z;7,36
X001Z40H1Z;7,14
X001X3DCDX;15,06
X001X3AH6X;3,49
X001XR4C6F;7,49
X001XRC3B1;24,35
X001ZRDLQ5;15,52
X001XY2Z5N;17,28
X001Y7044N;18
X001XEZD6L;8,85
X00204JBMZ;7,7
X001YX01YZ;12
X001YQQ94X;10
X0020KAHYZ;15
X0021IU59D;6,93
X001Y75SFD;13,3
X001Z51W3V;8,28
X00218DXUB;36,79
X001TX1DTR;6,44
X001YX5VI1;27,6
X001XR4A71;16,61
X001XR6LEV;12
X001PBPKMJ;20,81
X0020P4G4R;12
X001TT5GH1;26,76
X001Z3ROUD;8,02
X0020QQ3DN;6,93
X001XJIB4H;29,04
X001Y6WJJR;9,13
X001Z54PTT;14,23
X001WWZ5JJ;19,31
X0020KGZW3;15
X001Y60XSB;8,7
X001XPCR87;8,72
B0C627H99R;3,49
X001YXUX7F;13
X001XUFG1R;16,25
X0020KD963;15
X001XY6ZWR;11,58
X001XPEK7D;20,03
X001Z4YNV5;11,75
X001YBGE0R;7,1
X001YOREUD;7,62
X001Z54VPH;12,2
X001XJ8T85;14,48
X001YXPT1Z;9,95
X001KOF4SB;11,12
X001XR4PTJ;8,63
X001WBRF6V;14,26
X001ZMBJWN;12
X001WWZEZ9;6,73
X001ZSQ2AL;19,98
X001XRACTB;15
X001YQJPRV;10,1
X0020PC761;13,64
X001XNLMJT;8
X001XR4P7B;16,23
X001Y6UD5T;9,98
X001XPMHAZ;10,19
X0020KAH2R;22,02
X001MAGURH;6,39
X001XPH23R;10,16
X001ZK2SYD;11,17
X001XR8Z3B;20
X001Z1IX69;12,18
X001XUFPRH;6,12
X001ZSW7GJ;25
X001YOVQAH;12,59
X001Z6KTR5;8,04
X0020KAF33;16,99
X001YXX9XZ;7,08
X001OL61Y1;10,91
X001Z503AJ;19,71
X001XR8TO1;7,38
X001ZK3GO9;24,42
X001TX1JWX;7,49
X001XGAOLD;6,49
X001ZR8NUJ;22,36
X001ZJWCVD;13,64
X001ZORR1N;12
X001WWX5AZ;6,94
X001Z3UF3B;7,42
X001ZRDSKT;15,6
X001HF9TM5;12,74
X001XPCP1B;11,15
X001Z6HZF9;8,98
X001ZDLDEB;31,66
X001YXSS63;18,38
X001TKABIJ;6,37
X001Y5O7VB;7,1
X001ZRHT09;20,54
X001YDK681;15,24
X001ZUNY9L;6,99
X001ZMBCST;18,38
X001XPRKCP;20,83
X001YWC6PD;6,83
X0020HR309;20,14
X00204GPIX;23,64
X001XQZFAD;7,62
X001XPES8T;8,63
X001RKEUQF;6,99
X0020KGZZP;25,73
X001YZSI75;24,59
X001XFM94T;9,55
X001OB0EKX;10,59
X001YQKRRX;10,02
X001YDPMK3;12,7
B0915WSX9Q;9,92
X001XPCSFJ;15,19
X001XR2N89;16
X0022BATN1;14,45
X00204L8PX;20,22
X001ZREBE1;8,85
X001HIJ8TB;14,86
X001YDL6PN;18,8
X001XPH1LZ;9,98
B0CZ19LZXB;26,57
X001Z1KT39;6,89
X001TJWNSV;7,43
X001Z3KONH;8,63
X001XR69QB;12
X001ZR6M4X;16,68
X001Z6RGRB;7,1
X001ZK50JN;19,48
X001ZRFS75;14,74
X001UY3H2V;16
X001XQSW21;15,89
X001HEY58T;17,99
X001XRAHSR;17,96
X001WOJDTF;6,49
X001VA4PUR;5,5
X001ZOQ4T9;13,12
X001ZSWGPB;25
X001Z01GEB;11,45
X001Z1GTJ7;23,32
X001XNUXYJ;24
X00206HLW5;4,99
X001XY2WH9;14,65
X001UR5K2D;19,83
X001XR2EB5;17,08
X001YBONLT;13,64
X001Z199IP;29,02
X001YXCJRR;31,99
X001XUFEJ1;13
X001YGN2GV;8,35
X0022FKXVZ;11,49
X001Y1BBYB;22,36
X0020PC4OL;7,31
X00204KA3T;8,2
X001ZSW7AZ;22
X001X1GDNB;10,1
X001ZOJXIN;13,2
X001ZOU8AZ;12,55
X001ZZ48T1;35,56
X001YXR387;4,9
X001ZRRPEJ;29,53
X001Z6R9JV;11,47
X0020PBM9T;10,77
X001YBONO1;18,2
X001Y061M9;9,41
X001XPERPX;9
X001ZEUA9J;17,26
X001TGW25N;19,3
X001YXMXD7;20,24
X001WWUXMN;6,94
X0020HV7DN;20,13
X001XIHWXT;36,06
X0020K0PFL;6,82
X0020YBBAZ;31,48
X001ZR6KIV;25
X001QYEKWV;6,49
X001XR82S9;11
X001ZRHTQ3;25
X001TVYIVT;12,99
X001Z6KQYB;12,61
X001ZR8T8F;23,89
X001XS6DZH;9,98
X001YOQEIL;6,36
X001YKWUER;25,28
X001TPJUNL;9,83
X001GZ4TCB;35,24
X001Y5UY63;7,62
X0020BP8SJ;17,02
X0020QPTXD;7,79
X001TPDLSL;7,98
X001XR6TST;17,92
X001XYFC2V;7,62
X001ZREBS7;6,04
X001XR80NL;9
X001WBMMXR;9,19
X001YBPXT5;7,62
X001QE4PKN;12,7
X001XZWNM7;23,9
X001Y0KOJF;7,12
X001S2AMUZ;6,19
X001YZSKH3;14,76
X001Y07L69;12,94
X001XPMHQT;15,9
X001XYFCEJ;14,87
X00204JA17;13
X0020204RD;7,04
X001Y5TKKJ;9,98
X001YOW0K7;20
X00204GL8R;19,31
X001ZOQ4WB;13,2
X001W6YZHD;37,59
X001WKXO5D;9,98
X0016V7DE1;28,21
X001ZFTEDL;7,36
X001ZOK08F;13,04
X001YV3NIX;6,49
X001XPEOGF;17,99
X001ZK0RQJ;10,06
X001XQZFQH;12,94
X001Z6HU59;12,94
X00202T2ML;17,06
X001XR6TJX;22,15
X0020PLIPH;4,56
X001XQZHAV;14,96
X001LVH6VB;9,3
X001X32UGX;18,4
X001XS6CS5;13,64
X001Z6HUNV;9,34
X001XPPGBR;17,63
X001ZEYOOB;13,27
X001TX1C3T;5,89
X001XB1OG7;10,67
X001TA6MOL;8,08
X001XUKMBL;11,48
X001ZR4QWD;19,11
X001XY5RQ7;15,42
X0020BTBKZ;7,62
X001ZR7I91;13,64
X001YBDX9R;6,02
X001XTG0NV;6,49
X001XGAPDF;7,66
X001Z1F0PL;6,6
X001ZR4OQB;6,01
X001YBB5DN;10,15
X001XGEC7P;7,32
X001ZRESMV;12,94
X001Z5388N;13,52
X001XQZFO9;9,13
X001ZORR6N;7,1
X0023BY64N;21,45
X001XJBU4F;8,63
X001TPGIOF;7,49
X001ZOKC6P;11
X0021B7G3D;5,94
X001TZRZ01;7,64
X001XY887R;23,43
X001XRC91P;12
X001XR02AF;13
